Date, Area, Obs, Grid, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments,
08/04/2024 11:30,Northern Cairngorms,BF,014054,1050,30,15,Above Strath Nethy,1,230.00,20,10,0 - None,0,50,0,0,0,0.7,216,56,Low,Considerable -,0,0,1,294,0,20,0,1,0,0,Stable spring snowpack,
08/04/2024 11:30,Creag Meagaidh,TR,487814,911,90,20,Creag Pitridh. Ardverikie.,2.9,225.00,30,70,2 - Trace,0,41,6,0,0,-1,225,35,Low,Moderate,0,0,1,248,0,20,0,1,0,0,Isolated snow patch.,
08/04/2024 11:00,Torridon,KG,941591,375,,0,Coire Dubh Mor,7,230.00,30,80,0 - None,0,0,0,0,1,0,,0,Low,Low,0,,,228,0,20,0,2,0,0,Weather obs only.   Ribbons of snow in upper corries.,
07/04/2024 12:15,Southern Cairngorms,SN,134775,900,5,15,"The Cairnwell, NNE aspect",2.2,225.00,35,100,2 - Trace,0,68,1,0,1,2.2,208,55,Low,Low,0,0,2,192,0,20,0,2,0,0,Localised snow patch,
07/04/2024 12:00,Northern Cairngorms,BF,981028,930,330,25,Coire an Lochan,2,160.00,20,95,2 - Trace,1,125,15,0,0,-0.1,187,67,Low,Low,0,0,1,292,0,20,0,2,0,0,Generally stable spring snowpack.,
07/04/2024 11:18,Glencoe,AP.,267520,500,,0,Meall a Bhuiridh.,6.1,200.00,50,99,2 - Trace,0,0,0,0,0,1,209,50,Low,Low,0,,,258,0,20,0,2,0,0,"Weather observations only.
Wind Gusts noted today Met office Aonach Mor 100 mph
Winter Highland/ Glencoe Mountain at Meall a Bhuiridh 99 mph",
07/04/2024 11:15,Creag Meagaidh,TR,427885,892,92,28,"The Window. Inner Coire, Coire Ardair",3.6,225.00,25,100,2 - Trace,0,37,6,0,0,-0.5,225,65,Low,Low,0,0,2,246,0,20,0,1,0,0,Moist isothermal snowpack. Now quite patchy cover.,
07/04/2024 11:05,Lochaber,RB / BM,167722,680,,0,Ben Nevis,4.2,200.00,40,80,0 - None,0,0,0,0,0,-1,210,65,Low,Low,0,,,296,0,20,0,2,0,0,Weather observations only. No profile. Generally snowpack is moist and isothermal.,
07/04/2024 09:30,Torridon,GP,067608,539,,0,Carn a Ghlinne,5.5,200.00,40,100,0 - None,0,0,0,0,0,0,205,70,Low,Low,0,,,228,0,20,0,2,0,0,Weather observations only,
06/04/2024 13:00,Torridon,GP,052592,466,,0,Bidean Clann Raonaild,13.4,180.00,30,90,0 - None,0,0,0,0,0,5,180,60,Low,Low,0,,,228,0,20,0,2,0,0,Weather observations only,
06/04/2024 12:30,Northern Cairngorms,KG/BF,993035,915,,0,Sneachda,7.4,198.00,70,100,0 - None,0,0,0,0,1,0,,0,Moderate,Low,4021,,,292,0,20,0,2,0,0,Weather obs only due to storm force winds.  Avalanche debris on W to N aspects above 1000m.  Size 2 and 1.,
06/04/2024 11:50,Creag Meagaidh,TR,463898,805,250,32,Balloon Gully - right branch,9,180.00,45,100,0 - None,0,33,25,0,0,4.5,172,48,Low,Low,0,0,1,246,0,20,0,2,0,0,"Noticeable ablation of recent drifting. Wet, generally well stabilised snowpack.",
06/04/2024 11:40,Lochaber,BM,169721,770,330,25,"Ben Nevis, CIC hut area",8.9,120.00,40,90,0 - None,0,27,5,0,0,5.8,190,34,Low,Low,1021,0,1,296,0,20,0,2,0,0,"Wet, stable snowpack.",
06/04/2024 11:30,Glencoe,AP,257504,900,100,30,Meall a Bhuiridh.,6.9,220.00,55,99,0 - None,0,40,25,0,1,5.8,190,34,Low,Low,0,0,1,258,0,20,0,2,0,0,"Very mild and windy, heavy rain overnight drier and slightly cooler today.",
06/04/2024 11:00,Southern Cairngorms,SN,295844,400,,0,North end of Loch Muick,12.2,180.00,35,100,0 - None,0,0,0,0,0,7,158,60,Low,Low,0,,,192,0,20,0,2,0,0,Access to mountains prevented by storm force winds.,
05/04/2024 12:15,Northern Cairngorms,KG/MD,995042,995,250,25,W side Cas ridge,-1.1,107.00,20,95,4 - Light Showers,1,70,20,0,0,-2.8,108,27,Moderate,Moderate,0,1,2,288,0,20,0,1,0,-1.2,"Fail @10cm, 33cm.",
05/04/2024 12:00,Torridon,DG,243736,665,0,0,Beinn Liath Bheag,-0.4,120.00,15,100,6 - Snow Showers,1,0,0,0,0,-4,160,40,Low,Low,0,,,222,0,20,0,1,0,0,Insufficient snow at observation site. Weather obs only.,
05/04/2024 11:30,Southern Cairngorms,PN,257858,920,300,15,"Lochnagar Col, W aspects",-0.9,120.00,7,100,2 - Trace,0,79,12,0,0,-0.9,110,17,Moderate,Moderate,0,1.4,2,190,0,20,0,1,0,-1.7,,
05/04/2024 11:15,Glencoe,BM,251503,1100,330,30,Meall a Bhuiridh,-1.4,100.00,10,100,8 - Snow,0,108,25,0,0,-0.2,135,21,Moderate,Moderate,0,2.1,2,250,0,20,5,1,0,-2.2,Multiple weaknesses in the snowpack.,
05/04/2024 10:55,Creag Meagaidh,RB,406859,858,262,40,Coire nan Laogh,-0.7,90.00,10,80,2 - Trace,1,40,30,0,0,-1,100,25,Low,Moderate,0,1,1,244,0,20,0,1,0,-1.7,,
05/04/2024 10:00,Lochaber,BF,188744,950,950,25,"Goose Gully, Aonach Mor",-2,150.00,20,100,8 - Snow,1,225,20,0,0,1.6,145,21,Considerable -,Moderate,4400,0.7,1,288,0,20,0,1,0,-2.4,Failure at 30cm,
04/04/2024 12:22,Northern Cairngorms,KG,995042,1000,250,28,W side Cas ridge,-0.7,42.00,15,70,6 - Snow Showers,1,50,10,0,0,-2.5,45,24,Moderate,Moderate,0,0.6,2,276,0,20,0,1,0,-0.6,Fail @12cm on needles.,
04/04/2024 11:50,Southern Cairngorms,PN,257855,1005,295,25,"Lochnagar Col, W aspects",-1.7,35.00,9,100,2 - Trace,0,128,5,0,0,-1.5,32,47,Low,Moderate,0,0.4,1,188,0,20,0,1,0,-1.1,,
04/04/2024 11:30,Northern Cairngorms,KG,001046,1030,279,30,Coronation Wall,-1.1,30.00,5,100,6 - Snow Showers,0,40,8,0,0,-2.5,45,24,Moderate,Moderate,0,0.3,3,282,0,20,0,1,0,-0.3,,
04/04/2024 11:00,Torridon,DG,091621,925,280,30,Fionn Bheinn,-0.7,70.00,5,100,4 - Light Showers,0,11,0,0,0,-3,70,14,Low,Low,0,0.2,0,218,0,20,0,1,0,0,Snow profile carried out on shallow isolated snow patch.,
04/04/2024 11:00,Lochaber,BF,193730,1210,250,15,Top of West face of Aonach Mor,-2.6,100.00,15,90,6 - Snow Showers,0,42,10,0,0,-1.1,120,11,Low,Moderate,0,1,2,282,0,20,0,1,0,-2.4,Failure at 27cm,
04/04/2024 10:55,Creag Meagaidh,RB,444891,690,70,35,Creag Meagaidh,1,70.00,5,60,2 - Trace,0,42,10,0,0,-1,120,11,Low,Moderate,0,0,2,242,0,20,0,2,0,0,Stable isothermal snowpack,
04/04/2024 10:20,Glencoe,GP/BM,251503,1100,212,45,Meall a Bhuiridh,-0.7,24.00,5,100,4 - Light Showers,0,34,15,0,0,-0.3,80,11,Low,Moderate,0,0.6,1,246,0,20,0,1,0,-0.6,,
03/04/2024 13:00,Torridon,DG,939554,425,0,0,Seana Mhellan,4.3,45.00,30,100,2 - Trace,0,0,0,0,0,0,90,40,Low,Low,0,,,216,0,20,0,1,0,0,Weather observations only.,
03/04/2024 12:10,Southern Cairngorms,PN,257855,995,295,25,"Lochnagar Col, right of Ladders",-0.5,54.00,25,100,4 - Light Showers,1,82,5,0,0,0,,0,Moderate,Moderate,0,0.2,2,184,0,20,0,1,0,-0.4,Minimal drifting,
03/04/2024 11:45,Northern Cairngorms,KG,002042,1090,280,30,Coronation Wall,-1.1,20.00,10,100,6 - Snow Showers,1,52,5,0,0,-1.9,86,32,Moderate,Moderate,0,0.1,1,270,0,20,0,1,0,0,,
03/04/2024 11:45,Glencoe,AP,250503,1150,220,35,Meall a Bhuiridh,-0.5,50.00,20,100,2 - Trace,0,50,15,0,0,-1.3,172,9,Low,Low,0,0.3,1,244,0,20,0,1,0,-0.6,"Snowpack soft and moist at lower levels. Breakable melt freeze crust on higher slopes with icy patches at highest levels, isolated pockets windslab highest levels.",
03/04/2024 11:45,Creag Meagaidh,TR,591752,860,280,32,Choire Fraoch. Drumochter hills.,0,85.00,15,100,2 - Trace,1,71,26,0,0,-1.8,95,25,Low,Low,0,0.1,2,240,0,20,0,1,0,-0.1,"Unusual soft, moist snow near surface.",
03/04/2024 10:00,Lochaber,BM,193744,1130,340,15,Aonach Mor,-1.6,80.00,25,100,2 - Trace,1,31,3,0,0,-1.3,172,9,Low,Low,0,0.6,1,280,0,20,0,1,0,-0.8,Weaknesses at 1cm and 13cm.,
02/04/2024 12:34,Lochaber,RB,000000,1000,0,0,n/a mountain obs only.,-1,,0,0,4 - Light Showers,0,0,0,0,0,-1,145,32,Low,Low,0,,,276,0,20,0,2,0,0,Weather Observations only today.,
02/04/2024 12:15,Creag Meagaidh,TR,422856,961,282,18,An Cearcallach. Moy,0,90.00,20,100,4 - Light Showers,1,42,11,0,0,-1,90,25,Low,Moderate,0,0.3,1,236,0,20,0,1,0,-0.5,Isolated drift over old snow. Cover of fresh snow above 900m. Some limited drifting onto bare ground in lee areas.,
02/04/2024 12:00,Northern Cairngorms,BF,999034,1100,300,15,Windy Col,0.2,120.00,15,100,8 - Snow,1,125,15,0,1,-0.1,70,33,Moderate,Moderate,0,0.4,2,262,0,20,0,1,0,-0.4,Failure at 15cm,
02/04/2024 11:45,Southern Cairngorms,SN,166765,1068,240,15,Glas Maol,-0.1,60.00,20,100,2 - Trace,0,56,10,0,0,0.4,51,21,Low,Moderate,0,0.2,2,182,0,20,0,1,0,0,Isolated accumulation of new snow.,
02/04/2024 11:30,Glencoe,AP,256505,1025,300,30,Mealll a Bhuiridh.,-0.1,80.00,20,100,4 - Light Showers,1,60,25,0,0,-0.6,145,10,Low,Low,0,0,2,240,0,20,0,1,0,0,"Light snow overnight dry today, misty above 800 metres.",
02/04/2024 11:12,Torridon,AC,223750,532,257,15,"Meall Breac, Fannaichs",4.3,102.00,13,100,2 - Trace,0,0,0,0,0,-2,90,30,Low,Low,0,,,214,0,20,0,2,0,0,"No snow at obs site, weather data only.",
01/04/2024 13:34,Glencoe,AP,257504,950,115,35,Meall a Bhuiridh.,0.2,30.00,20,60,0 - None,0,60,15,0,0,-1,199,11,Low,Low,0,0,2,240,0,20,0,1,0,0,High cloud occasional bright spells.,
01/04/2024 12:01,Creag Meagaidh,MD,385857,950,90,25,Bheinn a Chaorainn,1.1,360.00,15,95,0 - None,0,85,15,0,0,1,45,30,Low,Low,0,0,1,236,0,20,0,1,0,0,,
01/04/2024 11:40,Lochaber,GP,260756,1140,130,30,Stob Coire Gaibhre,1.2,135.00,25,100,0 - None,0,44,10,0,0,-0.3,199,11,Low,Low,0,0,1,276,0,20,0,2,0,0,,
01/04/2024 11:30,Northern Cairngorms,BF,978022,1100,300,15,West Side of Cairn Lochan,-0.9,60.00,5,100,0 - None,0,70,0,0,0,-1,105,28,Low,Moderate,0,0.5,1,262,0,20,0,1,0,-0.8,Generally stable.,
01/04/2024 11:30,Southern Cairngorms,PN,257857,946,300,24,"Above Lochnagar Col, nr Plateau.",-0.6,49.00,11,100,0 - None,0,44,2,0,1,-0.5,92,22,Low,Moderate,0,0,1,182,0,20,0,1,0,0,,
01/04/2024 11:16,Torridon,AC,148713,934,348,26,"Toman Coinnich, Fannaichs",0,82.00,14,80,2 - Trace,0,27,5,0,0,-1,90,30,Low,Low,0,0,1,214,0,20,0,1,0,0,,
31/03/2024 12:20,Creag Meagaidh,BF,448876,1000,300,15,"Sron a Ghoire, near summit",4.8,160.00,5,50,0 - None,0,75,10,0,0,4,185,15,Low,Low,0,0,2,236,0,12,0,2,0,0,Sticky and generally stable snowpack.,
31/03/2024 12:00,Glencoe,PM,251505,990,355,31,Meall a' Bhuiridh,3.5,135.00,12,25,0 - None,0,50,20,0,0,3,185,18,Low,Low,0,0,1,240,0,12,0,1,0,0,,
31/03/2024 11:50,Northern Cairngorms,DG,001041,1082,320,40,Coire Cas,4.2,110.00,5,80,0 - None,0,120,5,0,0,2,187,19,Low,Low,0,0.3,4,262,0,12,0,1,0,0,Snow profile not to ground.,
31/03/2024 11:40,Lochaber,GP,176726,1140,10,35,Carn Dearg Mheadhonach,2.5,160.00,20,80,0 - None,0,44,10,0,0,3,185,18,Low,Low,0,0.3,2,276,0,12,0,2,0,-0.3,,
31/03/2024 11:30,Torridon,BM,904649,820,30,35,Beinn an Eoin,5.8,90.00,10,10,2 - Trace,0,23,1,0,0,5,130,10,Low,Low,0,0,2,210,0,12,0,2,0,0,Stable snowpack.,
31/03/2024 10:45,Southern Cairngorms,SN,243861,1146,270,15,"Summit area, Lochnagar, West aspect",1.6,135.00,10,50,0 - None,0,68,0,0,0,4.3,188,13,Low,Low,0,0.7,1,182,0,12,0,1,0,-0.3,,
30/03/2024 11:43,Torridon,BM,985607,905,140,40,"Creag Dhubh, Beinn Eighe",2.3,180.00,10,100,2 - Trace,0,58,10,0,0,4,190,14,Low,Low,0,0.1,1,208,0,12,0,1,0,0,,
30/03/2024 11:30,Northern Cairngorms,BF/DG,986027,1090,280,35,Coire an Lochain,1.8,340.00,5,95,0 - None,0,50,30,0,0,0.1,189,20,Low,Low,0,0.1,3,262,0,12,0,2,0,0,,
30/03/2024 11:30,Lochaber,GP,193742,1155,50,30,"Aonach Mor, Coire Dhubh",0.1,175.00,15,100,4 - Light Showers,0,67,10,0,0,1,202,19,Low,Low,0,0.8,3,272,0,12,0,2,0,0,,
30/03/2024 11:30,Creag Meagaidh,TR,441874,908,355,22,N slopes west of Coire nan Gamhna,2.3,170.00,5,75,4 - Light Showers,0,61,17,0,0,0,175,10,Low,Low,0,0,3,232,0,12,0,1,0,0,"Several classic spring issues at CM: minor full depth snow slides from Post Face and falling ice. Minor moist surface instability after light snowfall as temps rose. Other than that, good general snowpack stability.",
30/03/2024 11:25,Southern Cairngorms,SN,160768,1010,275,25,"West aspect, Glas Maol",1.6,180.00,10,100,0 - None,0,65,12,0,0,2.2,206,16,Low,Low,0,0,1,182,0,12,0,2,0,0,,
30/03/2024 10:40,Glencoe,RB,250503,1100,330,30,Meall a Bhuirdh,0.2,145.00,5,100,0 - None,0,60,20,0,0,0,180,20,Low,Low,0,0.4,2,240,0,12,0,2,0,0,,
29/03/2024 12:30,Northern Cairngorms,BF/KG/MD,998034,1097,257,28,Windy Col,-0.4,227.00,15,90,0 - None,0,75,5,0,0,-1,145,28,Moderate,Low,0,1.4,2,262,0,12,0,1,0,-1.4,,
29/03/2024 12:25,Southern Cairngorms,PN,257855,1015,285,25,"Lochnagar Col, NW aspects",1.4,230.00,7,60,0 - None,1,42,21,0,0,0.6,114,20,Moderate,Low,3021,0.1,3,182,0,12,0,1,0,0,,
29/03/2024 12:20,Lochaber,GP,193742,1150,60,30,"Aonach Mor, Coire Dhubh",-0.3,180.00,15,80,0 - None,0,56,15,0,0,-1.3,199,12,Moderate,Low,0,1,1,272,0,12,0,1,0,-1,,
29/03/2024 11:55,Creag Meagaidh,TR,595782,901,272,20,Geal Charn 917m. Drumochter.,3.2,190.00,10,40,0 - None,0,63,21,0,0,0,193,12,Low,Low,0,0.4,1,232,0,12,0,2,0,0,Well bonded snowpack. Minor wet surface sluffs on nearby NW aspects at 900m,
29/03/2024 11:18,Torridon,AC,785424,776,63,16,"Sgurr a' Chaorachain, Applecross",2.1,212.00,8,80,0 - None,0,0,0,0,0,-1,225,5,Low,Low,0,,,208,0,12,0,2,0,0,"Weather data only. Patchy, very shallow thawing new snow at obs site.",
29/03/2024 10:45,Glencoe,RB,186543,769,19,30,Buachaille Etive Beag,2,190.00,5,40,0 - None,0,60,15,0,0,-1,210,15,Low,Low,0,0,2,240,0,12,0,1,0,0,,
28/03/2024 12:10,Creag Meagaidh,TR,463902,931,320,30,Shark's Fin Gully. Carn Liath.,-0.2,120.00,30,100,4 - Light Showers,0,56,22,0,0,-0.7,114,35,Moderate,Low,0,1.3,1,228,0,12,0,1,0,-1.7,Consolidating trend. Localised instability in deeper colder snow. Poor visibility.,
28/03/2024 12:00,Northern Cairngorms,KG/MD,000043,1034,315,23,Coronation Wall,0.1,135.00,25,100,6 - Snow Showers,1,40,15,0,1,-1,133,38,Considerable -,Moderate,4400,1.2,2,256,0,12,5,1,0,-1.2,,
28/03/2024 11:50,Southern Cairngorms,PN,257855,1015,290,25,"Lochnagar, W aspects",0.4,10.00,9,100,0 - None,0,45,43,0,1,0.7,138,29,Considerable -,Moderate,4400,0.6,2,182,0,12,0,1,0,-0.6,,
28/03/2024 11:00,Lochaber,BF,192745,1130,340,15,"Above Warrens ski run, Aonach Mor",0.1,150.00,20,100,4 - Light Showers,1,48,10,0,0,-0.4,166,18,Moderate,Moderate,0,1.5,4,268,0,12,0,1,0,-1.6,Failure at 19cm,
28/03/2024 10:50,Glencoe,RB,250503,1099,310,32,Meall a Bhuirdh,0,120.00,20,100,0 - None,1,55,30,0,0,0,90,25,Low,Low,0,1.3,3,240,0,12,0,1,0,-1.7,,
28/03/2024 09:45,Torridon,,979633,730,130,20,Meall Ghiuthais,0,95.00,20,100,2 - Trace,0,26,1,0,0,-1,90,40,Low,Low,0,0.2,3,206,0,12,0,1,0,-0.2,,
27/03/2024 15:09,Southern Cairngorms,PN,257856,985,284,26,"Lochnagar, sheltered NW aspect",-2.4,75.00,10,100,4 - Light Showers,1,56,50,0,0,-2.5,67,20,Considerable -,Considerable -,4400,0.8,2,178,0,12,10,1,0,-3.1,,
27/03/2024 12:00,Torridon,GP,989657,708,33,30,"Creag Dhubh, Beinn Eighe",-2.2,45.00,20,100,4 - Light Showers,1,26,0,0,0,-5,67,40,Low,Low,0,0.7,1,202,0,12,0,1,0,-1.1,,
27/03/2024 11:39,Northern Cairngorms,KG/MD,001041,1072,300,30,Coronation Wall,-3.3,123.00,25,100,8 - Snow,1,40,25,0,0,-4.4,84,37,Considerable +,Considerable +,1012,1.5,3,248,0,12,5,1,0,-3.1,Fail @ 15cm on dendrites and needles.,
27/03/2024 10:55,Creag Meagaidh,ATh,500923,892,280,10,,-2.7,86.00,20,100,4 - Light Showers,1,25,15,0,0,-4,90,25,Moderate,Moderate,0,1.5,2,224,0,12,0,1,0,-2.6,An isolated accumulation of fresh windslab that had formed on bare ground.,
27/03/2024 10:20,Glencoe,RB,251503,1082,210,40,Meall a Bhriudh,-3.8,40.00,25,100,4 - Light Showers,1,42,30,0,0,-3.8,110,28,Moderate,Moderate,0,1.3,3,236,0,12,0,1,0,-3.9,Easy shears at 12cm and 28cm,
27/03/2024 09:50,Lochaber,BM,187740,1100,300,20,Aonach Mor,-4.1,80.00,20,100,6 - Snow Showers,1,90,15,0,0,-4.4,90,25,Moderate,Moderate,0,1.3,2,262,0,12,0,1,0,-4.2,Weakness at 25cm.,
26/03/2024 12:03,Glencoe,AP,251503,1100,190,30,"Meall. a Bhuiridh, summit ridge area.",-1.4,60.00,15,80,6 - Snow Showers,1,40,20,0,0,-4,127,11,Low,Moderate,0,0.3,2,230,0,12,0,1,0,-0.6,"New snow overnight, dry today. Misty with a fair few sunny spells.",
